interest,theme,hackathon_use,title,summary,published,updated,formats,resource_count,dataset_url,resource_urls
,,,Tagesordnung der Gemeinderatssitzungen 2006 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2006,2014-09-15T09:48:18.022442Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/861c9b52-5db0-4f86-9825-6dea3c453530,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_20_4_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_14_12_06_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_29_6_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_23_11_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_16_3_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_19_1_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_19_10_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_21_9_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2006/GR_Sitzung_18_5_06.txt
,,,Tagesordnung der Gemeinderatssitzungen 2007 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2007,2014-08-25T00:01:30.081985Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/2d0103bf-5f27-408f-b6b9-adad3d184793,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_15_3_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_24_5_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_22_11_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_13_12_07_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_20_9_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_28_6_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_18_1_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_26_4_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2007/GR_Sitzung_18_10_07.txt
,,,Tagesordnung der Gemeinderatssitzungen 2008 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2008,2014-09-15T10:15:59.901144Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/12c8394a-11f2-488a-aa84-35ead4c409e8,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_24_1_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_18_9_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_13_3_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_27_11_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_24_4_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_26_6_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_11_12_08_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_27_5_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2008/GR_Sitzung_23_10_08.txt
,,,Tagesordnung der Gemeinderatssitzungen 2009 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2009,2014-09-15T09:48:20.273383Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/af7de959-a59c-4baa-a44c-191a9433a6cd,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_17_9_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_4_6_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_23_4_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_12_3_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_2_7_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_22_1_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_17_12_09_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_12_11_09.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2009/GR_Sitzung_3_12_09.txt
,,,Tagesordnung der Gemeinderatssitzungen 2010 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gmeinderatssitzungen in dem Jahr 2010,2014-09-15T09:48:21.342249Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/66d5839d-8256-4de0-8652-cae9e827fbdb,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_11_3_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_16_12_10_Budget.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_22_4_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_25_11_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_21_10_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_1_7_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_21_1_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_20_5_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2010/GR_Sitzung_16_9_10.txt
,,,Tagesordnung der Gemeinderatssitzungen 2011 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen in dem Jahr 2011,2014-09-15T09:48:22.299629Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/d5589c63-58b5-4aa5-a264-489a8c08c7ad,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_7_4_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_19_5_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_7_7_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_27_1_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_15_12_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_10_3_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_7_7_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Sitzung_24_11_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2011/GR_Tagesordnung_2011_10_13_XX.txt
,,,Tagesordnung der Gemeinderatssitzungen 2012 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen in dem Jahr 2012,2014-08-25T00:01:35.524512Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/b8d78987-69e2-4d5c-bc30-112d0feac326,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_10_18.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_04_12.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_03_08.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_05_24_X.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_09_13.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_01_26.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_07_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_11_22.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2012/GR_Tagesordnung_2012_12_13.txt
,,,Tagesordnung der Gemeinderatssitzungen 2013 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2013,2014-09-15T09:48:23.855407Z,2022-06-03T00:00:00Z,TEXT/PLAIN,11,http://www.data.gv.at/katalog/datasets/3a8bda49-4137-4e06-b123-c3e91840f2bf,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_05_23.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_04_18.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_11_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_12_12.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_10_17.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_01_24.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_03_07.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_09_19.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_11_21.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_07_04.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2013/GR_Tagesordnung_2013_06_27.txt
,,,Tagesordnung der Gemeinderatssitzungen 2014 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2014,2014-09-15T09:48:24.896223Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/c0579298-d644-4deb-84f7-a25d9817d904,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_04_10.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_12_11.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_01_23.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_07_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_11_20.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_05_22.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_10_16.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_03_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2014/GR_Tagesordnung_2014_09_18.txt
,,,Tagesordnung der Gemeinderatssitzungen 2015 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2015,2015-04-05T23:04:48.629532Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/9eebbe1b-6a78-4adb-acdf-03c21d0d2657,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_03_05.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_07_02.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_11_12.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_05_28.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_04_23.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_12_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_01_22.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_12_17.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2015/GR_Tagesordnung_2015_09_08.txt
,,,Tagesordnung der Gemeinderatssitzungen 2016 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2016,2017-09-26T10:02:41.225310Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/6832cce9-060e-472b-b608-f7f4e1a4e1bd,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_04_21.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_12_15.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_10_20.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_09_22.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_12_01.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_01_28.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_06_30.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_03_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2016/GR_Tagesordnung_2016_05_19.txt
,,,Tagesordnung der Gemeinderatssitzungen 2017 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2017,2017-09-26T10:34:44.732608Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/92f54c5a-630b-418f-8228-fa6763df6bfa,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_09_21.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_10_19.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_05_18.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_06_29.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_01_26.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_12_14.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_04_06.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_11_30.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2017/GR_Tagesordnung_2017_03_02.txt
,,,Tagesordnung der Gemeinderatssitzungen 2018 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2018,2018-02-22T10:50:53.736064Z,2022-06-03T00:00:00Z,TEXT/PLAIN,7,http://www.data.gv.at/katalog/datasets/305e978a-69fe-4295-8f25-34e20f68ef62,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/27_GR_Sitzung_20_09_2018.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/GR_Tagesordnung_2018_01_03.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/25_GR_Sitzung_24_05_2018.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/29_GR_Sitzung_06_12_2018.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/30_GR_Sitzung_13_12_2018.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/26_GR_Sitzung_28_06_2018.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/28_GR_Sitzung_25_10_2018.txt
,,,Tagesordnung der Gemeinderatssitzungen 2018 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2018,2019-07-18T12:04:25.189805Z,2022-06-03T00:00:00Z,APPLICATION/PDF,7,http://www.data.gv.at/katalog/datasets/bc446b74-313c-43cc-b3f0-0bd9dde7f502,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/GR_Tagesordnung_2018_01_03.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/27_GR_Sitzung_20_09_2018.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/29_GR_Sitzung_06_12_2018.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/28_GR_Sitzung_25_10_2018.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/30_GR_Sitzung_13_12_2018.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/26_GR_Sitzung_28_06_2018.pdf;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2018/25_GR_Sitzung_24_05_2018%20%282%29.pdf
,,,Tagesordnung der Gemeinderatssitzungen 2019 (Linz),Tagesordnung und Abstimmungsergebnisse der Linzer Gemeinderatssitzungen im Jahr 2019,2019-07-24T11:25:49.967723Z,2022-06-03T00:00:00Z,TEXT/PLAIN,9,http://www.data.gv.at/katalog/datasets/cfcf0139-d076-4554-ad70-22114e3a286d,https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/39_GR_Sitzung_12_12_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/34_GR_Sitzung_16_05_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/38_GR_Sitzung_05_12_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/37_GR_Sitzung_07_11_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/35_GR_Sitzung_04_07_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/36_GR_Sitzung_26_09_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/32_GR_Sitzung_07_03_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/33_GR_Sitzung_11_04_2019.txt;https://data.linz.gv.at/katalog/politik_verwaltung/politik/gemeinderat/gemeindeart_tagesordnung/2019/31_GR_Sitzung_24_01_2019.txt
